school_year,school_year_ord,table_code,table_topic,indicator,value,source_url,snapshot_fetched_at
2011/2012,2011,C1.25.1,zápis: výsledky,(celkem) :: Počet škol,233,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,(celkem) :: Zapisovaní / celkem,14831,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,7003,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,(celkem) :: Zapsaní / celkem,11777,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,5818,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,(celkem) :: Převedení na jinou školu / celkem,892,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,434,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,(celkem) :: S žádostí o odklad docházky / celkem,2102,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,716,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,(celkem) :: Vzdělávání podle § 42 šk. zák. / celkem,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,(celkem) :: Neuzavřený zápis 5letých / celkem,60,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,35,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Počet škol,230,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Zapisovaní / celkem,12423,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,6129,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Zapsaní / celkem,9489,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,4995,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Převedení na jinou školu / celkem,777,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,385,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: S žádostí o odklad docházky / celkem,2097,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,714,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Vzdělávání podle § 42 šk. zák. / celkem,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Neuzavřený zápis 5letých / celkem,60,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,35,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Počet škol,224,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Zapisovaní / celkem,2408,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,874,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Zapsaní / celkem,2288,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,823,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Převedení na jinou školu / celkem,115,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,49,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: S žádostí o odklad docházky / celkem,5,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,2,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Vzdělávání podle § 42 šk. zák. / celkem,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Neuzavřený zápis 5letých / celkem,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2011/2012,2011,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=6,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,(celkem) :: Počet škol,236,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,(celkem) :: Zapisovaní / celkem,16354,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,7600,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,(celkem) :: Zapsaní / celkem,12860,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,6208,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,(celkem) :: Převedení na jinou školu / celkem,1415,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,676,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,(celkem) :: S žádostí o odklad docházky / celkem,2004,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,666,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,(celkem) :: Vzdělávání podle § 42 šk. zák. / celkem,2,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,1,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,(celkem) :: Neuzavřený zápis 5letých / celkem,73,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,49,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Počet škol,233,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Zapisovaní / celkem,13608,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,6663,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Zapsaní / celkem,10300,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,5329,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Převedení na jinou školu / celkem,1237,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,619,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: S žádostí o odklad docházky / celkem,1997,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,665,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Vzdělávání podle § 42 šk. zák. / celkem,1,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,1,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Neuzavřený zápis 5letých / celkem,73,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,49,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Počet škol,230,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Zapisovaní / celkem,2746,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,937,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Zapsaní / celkem,2560,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,879,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Převedení na jinou školu / celkem,178,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,57,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: S žádostí o odklad docházky / celkem,7,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,1,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Vzdělávání podle § 42 šk. zák. / celkem,1,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Neuzavřený zápis 5letých / celkem,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2012/2013,2012,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=7,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,(celkem) :: Počet škol,237,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,(celkem) :: Zapisovaní / celkem,17681,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,8185,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,(celkem) :: Zapsaní / celkem,13839,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,6626,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,(celkem) :: Převedení na jinou školu / celkem,1678,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,815,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,(celkem) :: S žádostí o odklad docházky / celkem,2068,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,688,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,(celkem) :: Vzdělávání podle § 42 šk. zák. / celkem,1,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,1,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,(celkem) :: Neuzavřený zápis 5letých / celkem,95,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,55,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Počet škol,236,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Zapisovaní / celkem,14912,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,7241,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Zapsaní / celkem,11300,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,5771,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Převedení na jinou školu / celkem,1460,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,729,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: S žádostí o odklad docházky / celkem,2056,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,685,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Vzdělávání podle § 42 šk. zák. / celkem,1,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,1,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: Neuzavřený zápis 5letých / celkem,95,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / poprvé u zápisu :: z toho dívky,55,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Počet škol,236,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Zapisovaní / celkem,2769,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,944,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Zapsaní / celkem,2539,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,855,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Převedení na jinou školu / celkem,218,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,86,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: S žádostí o odklad docházky / celkem,12,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,3,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Vzdělávání podle § 42 šk. zák. / celkem,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: Neuzavřený zápis 5letých / celkem,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2013/2014,2013,C1.25.1,zápis: výsledky,v tom / přicházejí po odkladu :: z toho dívky,0,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=8,2026-05-19T12:23:11Z
2014/2015,2014,C1.25.1,zápis: výsledky,(celkem) :: Počet škol,241,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=9,2026-05-19T12:23:11Z
2014/2015,2014,C1.25.1,zápis: výsledky,(celkem) :: Zapisovaní / celkem,19776,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=9,2026-05-19T12:23:11Z
2014/2015,2014,C1.25.1,zápis: výsledky,(celkem) :: z toho dívky,9179,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=9,2026-05-19T12:23:11Z
2014/2015,2014,C1.25.1,zápis: výsledky,(celkem) :: Zapsaní na dané škole / celkem,15263,https://statis.msmt.gov.cz/rocenka/rocenka.asp?kapit=C&tab=C1.25.1&rck=9,2026-05-19T12:23:11Z
