year,reference_date,mc,mc_code,age,age_band_min,age_band_max,count,count_kind,coverage_pct,source_slug,kind,notes
2015,2015-12-31,Praha 8,547158,,10,14,3923,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2015'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2015,2015-12-31,Praha 8,547158,,15,19,3377,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2015'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2015,2015-12-31,Praha 9,547166,,0,4,3644,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2015'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2015,2015-12-31,Praha 9,547166,,5,9,3092,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2015'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2015,2015-12-31,Praha 9,547166,,10,14,2037,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2015'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2015,2015-12-31,Praha 9,547166,,15,19,1828,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2015'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2015,2015-12-31,Praha 10,547174,,0,4,5802,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2015'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2015,2015-12-31,Praha 10,547174,,5,9,5083,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2015'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2015,2015-12-31,Praha 10,547174,,10,14,3686,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2015'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2015,2015-12-31,Praha 10,547174,,15,19,3488,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2015'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2015,2015-12-31,Praha 14,547221,,0,4,2494,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2015'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2015,2015-12-31,Praha 14,547221,,5,9,2451,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2015'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2015,2015-12-31,Praha 14,547221,,10,14,2072,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2015'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2015,2015-12-31,Praha 14,547221,,15,19,2301,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2015'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2016,2016-12-31,Praha 3,547107,,0,4,3948,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2016,2016-12-31,Praha 3,547107,,5,9,3194,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2016,2016-12-31,Praha 3,547107,,10,14,2360,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2016,2016-12-31,Praha 3,547107,,15,19,2258,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2016,2016-12-31,Praha 7,547141,,0,4,2725,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2016,2016-12-31,Praha 7,547141,,5,9,2305,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2016,2016-12-31,Praha 7,547141,,10,14,1469,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2016,2016-12-31,Praha 7,547141,,15,19,1369,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2016,2016-12-31,Praha 8,547158,,0,4,5586,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2016,2016-12-31,Praha 8,547158,,5,9,5748,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2016,2016-12-31,Praha 8,547158,,10,14,4190,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2016,2016-12-31,Praha 8,547158,,15,19,3451,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2016,2016-12-31,Praha 9,547166,,0,4,3758,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2016,2016-12-31,Praha 9,547166,,5,9,3195,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2016,2016-12-31,Praha 9,547166,,10,14,2155,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2016,2016-12-31,Praha 9,547166,,15,19,1878,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2016,2016-12-31,Praha 10,547174,,0,4,5932,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2016,2016-12-31,Praha 10,547174,,5,9,5326,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2016,2016-12-31,Praha 10,547174,,10,14,3902,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2016,2016-12-31,Praha 10,547174,,15,19,3519,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2016,2016-12-31,Praha 14,547221,,0,4,2594,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2016,2016-12-31,Praha 14,547221,,5,9,2397,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2016,2016-12-31,Praha 14,547221,,10,14,2176,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2016,2016-12-31,Praha 14,547221,,15,19,2254,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2016'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2017,2017-12-31,Praha 3,547107,,0,4,4141,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2017,2017-12-31,Praha 3,547107,,5,9,3343,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2017,2017-12-31,Praha 3,547107,,10,14,2501,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2017,2017-12-31,Praha 3,547107,,15,19,2285,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2017,2017-12-31,Praha 7,547141,,0,4,2764,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2017,2017-12-31,Praha 7,547141,,5,9,2386,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2017,2017-12-31,Praha 7,547141,,10,14,1630,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2017,2017-12-31,Praha 7,547141,,15,19,1345,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2017,2017-12-31,Praha 8,547158,,0,4,5507,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2017,2017-12-31,Praha 8,547158,,5,9,5720,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2017,2017-12-31,Praha 8,547158,,10,14,4581,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2017,2017-12-31,Praha 8,547158,,15,19,3485,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2017,2017-12-31,Praha 9,547166,,0,4,3750,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2017,2017-12-31,Praha 9,547166,,5,9,3275,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2017,2017-12-31,Praha 9,547166,,10,14,2406,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2017,2017-12-31,Praha 9,547166,,15,19,1941,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2017,2017-12-31,Praha 10,547174,,0,4,6122,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2017,2017-12-31,Praha 10,547174,,5,9,5373,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2017,2017-12-31,Praha 10,547174,,10,14,4226,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2017,2017-12-31,Praha 10,547174,,15,19,3539,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2017,2017-12-31,Praha 14,547221,,0,4,2675,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2017,2017-12-31,Praha 14,547221,,5,9,2457,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2017,2017-12-31,Praha 14,547221,,10,14,2168,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2017,2017-12-31,Praha 14,547221,,15,19,2288,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2017'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2018,2018-12-31,Praha 3,547107,,0,4,4211,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2018,2018-12-31,Praha 3,547107,,5,9,3355,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2018,2018-12-31,Praha 3,547107,,10,14,2695,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2018,2018-12-31,Praha 3,547107,,15,19,2312,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2018,2018-12-31,Praha 7,547141,,0,4,2890,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2018,2018-12-31,Praha 7,547141,,5,9,2396,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2018,2018-12-31,Praha 7,547141,,10,14,1780,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2018,2018-12-31,Praha 7,547141,,15,19,1323,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2018,2018-12-31,Praha 8,547158,,0,4,5522,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2018,2018-12-31,Praha 8,547158,,5,9,5563,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2018,2018-12-31,Praha 8,547158,,10,14,4945,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2018,2018-12-31,Praha 8,547158,,15,19,3567,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2018,2018-12-31,Praha 9,547166,,0,4,3804,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2018,2018-12-31,Praha 9,547166,,5,9,3297,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2018,2018-12-31,Praha 9,547166,,10,14,2634,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2018,2018-12-31,Praha 9,547166,,15,19,1988,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2018,2018-12-31,Praha 10,547174,,0,4,6193,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2018,2018-12-31,Praha 10,547174,,5,9,5373,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2018,2018-12-31,Praha 10,547174,,10,14,4528,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2018,2018-12-31,Praha 10,547174,,15,19,3606,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2018,2018-12-31,Praha 14,547221,,0,4,2692,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2018,2018-12-31,Praha 14,547221,,5,9,2420,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2018,2018-12-31,Praha 14,547221,,10,14,2248,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2018,2018-12-31,Praha 14,547221,,15,19,2325,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2018'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2019,2019-12-31,Praha 3,547107,,0,4,4247,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2019,2019-12-31,Praha 3,547107,,5,9,3372,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2019,2019-12-31,Praha 3,547107,,10,14,2819,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2019,2019-12-31,Praha 3,547107,,15,19,2509,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2019,2019-12-31,Praha 7,547141,,0,4,2941,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2019,2019-12-31,Praha 7,547141,,5,9,2408,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2019,2019-12-31,Praha 7,547141,,10,14,1943,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2019,2019-12-31,Praha 7,547141,,15,19,1375,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2019,2019-12-31,Praha 8,547158,,0,4,5496,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2019,2019-12-31,Praha 8,547158,,5,9,5340,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2019,2019-12-31,Praha 8,547158,,10,14,5307,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2019,2019-12-31,Praha 8,547158,,15,19,3730,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2019,2019-12-31,Praha 9,547166,,0,4,3770,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2019,2019-12-31,Praha 9,547166,,5,9,3375,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2019,2019-12-31,Praha 9,547166,,10,14,2855,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2019,2019-12-31,Praha 9,547166,,15,19,2144,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2019,2019-12-31,Praha 10,547174,,0,4,6210,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2019,2019-12-31,Praha 10,547174,,5,9,5401,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2019,2019-12-31,Praha 10,547174,,10,14,4862,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2019,2019-12-31,Praha 10,547174,,15,19,3769,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2019,2019-12-31,Praha 14,547221,,0,4,2671,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2019,2019-12-31,Praha 14,547221,,5,9,2423,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2019,2019-12-31,Praha 14,547221,,10,14,2369,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2019,2019-12-31,Praha 14,547221,,15,19,2302,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2019'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2020,2020-12-31,Praha 3,547107,,0,4,4176,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2020,2020-12-31,Praha 3,547107,,5,9,3453,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2020,2020-12-31,Praha 3,547107,,10,14,2947,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2020,2020-12-31,Praha 3,547107,,15,19,2624,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2020,2020-12-31,Praha 7,547141,,0,4,2922,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2020,2020-12-31,Praha 7,547141,,5,9,2465,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2020,2020-12-31,Praha 7,547141,,10,14,2065,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2020,2020-12-31,Praha 7,547141,,15,19,1492,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
