mc,street,house_number_range,red_izo,zs_name,source_file,effective_date
Praha 10,Světická,,600041085,"Základní škola, Praha 10, Olešská 2222/18, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Tehovská,,600041085,"Základní škola, Praha 10, Olešská 2222/18, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Tulipánová,,600041085,"Základní škola, Praha 10, Olešská 2222/18, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Uhříněveská,,600041085,"Základní škola, Praha 10, Olešská 2222/18, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Vyžlovská,,600041085,"Základní škola, Praha 10, Olešská 2222/18, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,náměstí Mezi zahrádkami,č. 1–12,600041085,"Základní škola, Praha 10, Olešská 2222/18, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Čelná,,600041085,"Základní škola, Praha 10, Olešská 2222/18, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Šalvějová,,600041085,"Základní škola, Praha 10, Olešská 2222/18, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Štíhlická,,600041085,"Základní škola, Praha 10, Olešská 2222/18, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Želivecká,,600041085,"Základní škola, Praha 10, Olešská 2222/18, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Žernovská,,600041085,"Základní škola, Praha 10, Olešská 2222/18, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,28. pluku,,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Altajská,,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Archangelská,,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Arménská,,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Baškirská,,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Bulharská,č. 25-44,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,K louži,,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kavkazská,,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kodaňská,"č. 65 a vyšší lichá, č. 34 a vyšší sudá",600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Moldavská,,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Moskevská,č. 58-94,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na Míčánkách,,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Novorossijská,,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Pod soutratím,,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Přípotoční,"č. 19 a vyšší lichá, č. 10 a vyšší sudá",600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Tolstého,,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U Roháčových kasáren,,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Vršovická,"č. 56–68 sudá, č. 39–65 lichá",600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,náměstí Svatopluka Čecha,č. 7 a vyšší,600041166,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Bartoškova,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Borodinská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Charkovská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Donská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Francouzská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,K Botiči,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kozácká,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Košická,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Krymská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Křeslická,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Lopuchová,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Minská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Moskevská,č. 2-56 sudá,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Máchova,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na Královce,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na kovárně,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na louži,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na spojce,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na stráni,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Novgorodská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Oblouková,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Orelská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Petrohradská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Pod stupni,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Přípotoční,"č. 1–17 lichá, č. 2–8 sudá",600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Rostovská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Rybalkova,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Sevastopolská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Smolenská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Sportovní,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Sámova,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U seřadiště,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U staré sokolovny,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U vršovického nádraží,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Ukrajinská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Voroněžská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Vršovická,"č. 2–54 sudá, č. 1–37 lichá",600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Vršovické náměstí,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Černomořská,,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Žitomírská,č. 1–14,600041182,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kralická,,691016151,"Základní škola, Praha 10, V Olšinách 200/69, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Krátká,,691016151,"Základní škola, Praha 10, V Olšinách 200/69, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Mrštíkova,,691016151,"Základní škola, Praha 10, V Olšinách 200/69, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Nad Primaskou,,691016151,"Základní škola, Praha 10, V Olšinách 200/69, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Saratovská,č. 1-21,691016151,"Základní škola, Praha 10, V Olšinách 200/69, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Starostrašnická,,691016151,"Základní škola, Praha 10, V Olšinách 200/69, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U nových vil,,691016151,"Základní škola, Praha 10, V Olšinách 200/69, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,V olšinách,č. 43-69 lichá,691016151,"Základní škola, Praha 10, V Olšinách 200/69, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Vilová,,691016151,"Základní škola, Praha 10, V Olšinách 200/69, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Věšínova,,691016151,"Základní škola, Praha 10, V Olšinách 200/69, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Za poštou,,691016151,"Základní škola, Praha 10, V Olšinách 200/69, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Dobročovická,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Donatellova,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Dubečská,č. 1-19,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Flájská,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Foerstrova,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,K Rybníčkům,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kolodějská,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kružberská,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Květnická,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Michelangelova,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Mirošovická,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na polníku,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Nosická,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Ondřejovská,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Oravská,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Pelyňková,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Pod strání,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Raffaelova,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Sečská,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Slapská,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Stupická,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Tomická,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,V Rybníčkách,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,V olšinách,č. 104 a vyšší sudá,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Úvalská,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Šibřinská,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Štěchovická,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Žermanická,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Žinkovská,,600041115,"Základní škola, Praha 10, V Rybníčkách 1980/31, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Chrpová,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Fialková,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Harlacherova,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Hledíková,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Hvozdíková,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Jabloňová,č. 55-77 lichá a č. 84-106,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Jahodová,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Jasmínová,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Jiřinková,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Jiříčkové,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kalinová,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kamelova,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kapraďová,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Karafiátová,č. 50–98,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Konvalinková,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kopretinová,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kosatcová,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Leknínová,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Macešková,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Malinová,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Mateřídoušková,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Mattioliho,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Mikanova,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Mládežnická,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Nad meandry,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Ostružinová,č. 2-38 sudá,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Petrklíčová,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Pivoňková,"č. 61-67 lichá, č. 76-84 sudá",600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Platanová,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Podléšková,"č. 24, 26 a 61-115 lichá",600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Pomněnková,sudá,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Práčská,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Přesličková,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Rybízová,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Sasanková,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Sněženková,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Strašnická,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Topolová,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Velenovského,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Zvonková,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,náměstí Mezi zahrádkami,č. 13-23,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Šafránová,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Škábova,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Švehlova,,600041123,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 14,Anderleho,,600040577,"Základní škola Generála Janouška, Praha 9 - Černý Most, Dygrýnova 1006/21",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 14,Bergmanova,,600040577,"Základní škola Generála Janouška, Praha 9 - Černý Most, Dygrýnova 1006/21",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 14,Cukrova,,600040577,"Základní škola Generála Janouška, Praha 9 - Černý Most, Dygrýnova 1006/21",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 14,Dobrovolného,,600040577,"Základní škola Generála Janouška, Praha 9 - Černý Most, Dygrýnova 1006/21",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 14,Doležalova,,600040577,"Základní škola Generála Janouška, Praha 9 - Černý Most, Dygrýnova 1006/21",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 14,Dygrýnova,,600040577,"Základní škola Generála Janouška, Praha 9 - Černý Most, Dygrýnova 1006/21",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 14,Generála Janouška,,600040577,"Základní škola Generála Janouška, Praha 9 - Černý Most, Dygrýnova 1006/21",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
