mc,street,house_number_range,red_izo,zs_name,source_file,effective_date
Praha 10,Amurská,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Bohdalecká,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Brtnická,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Chodovská,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Elektrárenská,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Gruzínská,č. 1–8,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Jerevanská,č. 1–10,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,K topírně,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Karpatská,č. 1–10,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kazašská,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kišiněvská,č. 1-10,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Krasnojarská,č. 1-9,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kubánské náměstí,č. 14-27,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Lvovská,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Magnitogorská,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Modletínská,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na Bohdalci,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na Sychrově,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na hroudě,č. 1–23 lichá,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na křivce,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na pahorku,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na slatinách,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na stezce,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na vrších,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Nad Slávií,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Nad Vinným potokem,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Nad Vršovskou horou,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Nad elektrárnou,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Novobohdalecká,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Osnická,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Pod Bohdalcem I,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Pod Bohdalcem II,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Pod Sychrovem I,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Pod Sychrovem II,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Popovická,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Sedmidomky,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Svahová,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Tachlovická,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Taškentská,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Turkmenská,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Tádžická,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U Slavie,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U plynárny,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U vršovického hřbitova,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Uljanovská,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Uzbecká,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,V dolině,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,V olšinách,č. 2–26 sudá,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Vladivostocká,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Vršovická,č. 68-94 sudá,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Výstupní,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Za Sedmidomky,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Štiřínská,,600041158,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Bulharská,č. 1-24,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Chorvatská,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Dykova,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Estonská,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Finská,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Heroldovy sady,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Holandská,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Hradešínská,č. 1-59,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Kodaňská,"č. 11–63 lichá, č. 2–32 sudá",600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Korunní,č. 66-106,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Madridská,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Mexická,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Moskevská,č. 1–57 lichá,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na Šafránce,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Nitranská,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Norská,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Ruská,"č. 2–58 sudá, č. 1–43 lichá",600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Slovenská,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Slovinská,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Sobotecká,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,náměstí Svatopluka Čecha,č. 1–6,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Řipská,,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Žitomírská,č. 15-48,600041093,"Základní škola Karla Čapka, Praha 10, Kodaňská 658/16, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Bečvářova,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Brigádníků,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Dvouletky,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Dětská,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Jirenská,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Limuzská,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Malínská,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Novostrašnická,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Pod hotelem,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Podle trati,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Průmyslová,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Saratovská,č. 23-39,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Sazečská,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Služeb,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Solidarity,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Teplárenská,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Tiskařská,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Turnovského,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Třebohostická,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U Stavoservisu,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U kombinátu,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,V olšinách,č. 75-83 lichá,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Černická,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Černokostelecká,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Škvorecká,,600041077,"Základní škola Solidarita, Praha 10, Brigádníků 510/14, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Aubrechtové,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Bramboříková,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Broskvoňová,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Břečťanová,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Chmelová,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Dolní Chaloupky,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Ellnerové,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Ginzova,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Hlohová,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Holubkova,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Horní Chaloupky,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Hrušňová,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Hyacintová,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Jabloňová,"č. 1–53 lichá, č. 2–82 sudá",600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Jesenická,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Jetelová,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Jižní spojka,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,K Chaloupkám,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,K prádelně,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,K vodě,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Ke Spořilovu,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Ke skalkám,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Klapálkova,č. 26–30,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Meruňková,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Mečíková,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Milínská,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na Botiči,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na Slatince,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na lávce,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Na vinobraní,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Nad Chaloupkami,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Nad Trnkovem,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Ostružinová,lichá,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Oty Pavla,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Podle náhonu,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Pöslova,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Před Skalkami I,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Před Skalkami II,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Přespolní,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Ryšánkova,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Slívová,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Střemchová,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U Zahradního města,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U splavu,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U vinné révy,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U záběhlického zámku,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,U zákrutu,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,V Korytech,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,V ochozu,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Ve slatinách,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Vinšova,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Za návsí,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Za potokem,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Za slatinami,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Záběhlická,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Žirovnická,,600041204,"Základní škola, Praha 10, Břečťanová 2919/6, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 10,Benická,,600041212,"Základní škola, Praha 10, Gutova 1987/39, příspěvková organizace",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
